522	0.858752
586	1.202640
650	1.709889
714	2.405091
778	3.110296
842	3.920026
906	4.780379
970	5.873212
1034	7.083591
1098	9.166344
1162	10.396619
1226	12.609377
1290	16.207174
1354	22.835837
1418	29.510678
1482	35.608540
1546	42.787565
