522	0.297045
586	0.419217
650	0.436240
714	0.553113
778	0.826264
842	0.900622
906	1.155953
970	1.457493
1034	1.713899
1098	1.839597
1162	2.131876
1226	2.642895
1290	3.363465
1354	4.047768
1418	4.737142
1482	6.440438
1546	6.982210
