522	0.878386
586	1.348945
650	1.715536
714	2.301671
778	2.914175
842	3.694264
906	4.631073
970	5.956269
1034	6.961271
1098	8.611561
1162	10.199683
1226	12.578420
1290	15.144557
1354	22.511745
1418	28.175121
1482	34.065844
1546	40.642396
