12240	977651624	714851576	845965027	714851576
12304	987533777	722358049	854466738	722358049
12368	997927697	729889302	863472198	729889302
12432	1007815836	737477104	871965473	737477104
12496	1018968863	745066580	881716437	745066580
12560	1029057158	752729630	890395494	752729630
12624	1039666817	760417165	899587881	760417165
12688	1049759113	768161631	908256517	768161631
12752	1061141212	775906963	918207757	775906963
12816	1071435674	783726626	927064185	783726626
12880	1082261002	791570441	936443429	791570441
12944	1092557497	799471564	945287468	799471564
13008	1104168670	807372765	955438986	807372765
13072	1114669241	815348996	964472727	815348996
13136	1125710354	823349149	974038944	823349149
13200	1136210954	831406887	983058292	831406887
13264	1148051261	839463997	993410148	839463997
