522	0.100687
586	0.135532
650	0.179505
714	0.258544
778	0.313449
842	0.388400
906	0.482481
970	0.661030
1034	0.689862
1098	0.832711
1162	1.090881
1226	1.570257
1290	2.149886
1354	2.646135
1418	3.452888
1482	4.113127
1546	4.695868
